step,fitness,genome
0,"[1000000, 1000000]","[0.01, 0.001, 1198160.1397571422, 36389.49365082188, 0.42138671320401166, 3768023061971.4927, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 792004.8148318504, 49661.10881771805, 0.3081807958771587, 91179842529.7902, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 342430.8344469313, 6695.173186436332, 1.4999126962804956, 3880282638272.841, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1367447.0821398797, 31650.478758419362, 0.519180076194458, 1302931775356.1145, 5e-10]"
0,"[0.3816394298495742, 5.750839161377652e-13]","[0.01, 0.0002, 445399.1058464255, 9611.497922731485, 0.406856293120579, 4602189331540.884, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1294258.5583230942, 47253.89065133027, 0.1, 3307940484453.573, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1173251.6648086954, 26144.853263038043, 1.4865168756062885, 2002637380195.1902, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1373469.532998562, 15239.478371381956, 2.0, 2897122392498.451, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1398012.1311440915, 22212.777077846196, 0.7067586276205755, 2769253617641.6875, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1294258.5158020274, 47254.11081222772, 1.1671791045733715, 3307940484453.1064, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1280480.586951623, 17886.842333968347, 0.32442868695778393, 4556928370974.833, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1361377.4193326489, 11644.13585075868, 0.1, 3672146498646.736, 7.5e-08]"
0,"[0.06363725699461503, 6.428329978151737e-11]","[0.1, 0.001, 1198159.5956714037, 36391.24845637619, 0.18477559900876123, 3768023061970.145, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 445399.61223722604, 9610.735219141096, 0.7971991484191665, 4602189331541.311, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 638769.2531502635, 45118.21800130848, 1.2854391595067145, 4115843126428.0205, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1434818.2279192368, 35182.64428347884, 0.1, 4589310163478.408, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 839674.6318632774, 14008.528229160149, 0.4894034887711944, 4638535779992.667, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1090848.4153265797, 16989.260438527086, 0.1, 2977468139127.005, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 978243.2085945958, 2238.1790223944768, 0.1, 3063162103021.3813, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1157945.8237648122, 39062.693595049546, 1.3805607359654561, 3927126344872.7856, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1325994.651427877, 44710.02919677089, 0.1, 764870373393.4152, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1367446.9740497496, 31650.98418055762, 0.1, 1302931775355.8499, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1090848.5931183724, 16989.704520011295, 1.264822602948657, 2977468139126.6226, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1398012.4653618562, 22211.764601197898, 1.0766426521363703, 2769253617641.898, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1048450.5299194711, 20074.077142050828, 1.0373196088579453, 2520498481786.1, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1958589.28131535, 49308.672280582345, 1.729061912379843, 529667397423.392, 5e-10]"
0,"[1000000, 1000000]","[0.025109703358587414, 0.001, 1753298.0836590116, 11137.329510783571, 0.1, 51209052695.60241, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 734333.9239546253, 42292.98748211416, 0.6741402855171551, 2052067577584.3323, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1985310.199272563, 48258.60028656819, 0.4670965106404008, 1890931086154.7725, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1048450.7871900402, 20073.47671260071, 1.697672052455741, 2520498481785.2974, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1090848.2042187427, 16990.028880406167, 0.6456445994518301, 2977468139127.3335, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1157945.5943180828, 39062.69211508776, 0.9596436504978857, 3927126344872.912, 5e-10]"
0,"[1000000, 1000000]","[0.04531264977275744, 0.001, 414664.4706680366, 25830.319840534077, 1.5951425172267912, 2313186253656.1426, 5e-10]"
