alpha,Ki,Ms,Rp,TMR,d,tf,eta,J_she,distribution_plot_path,magnetization_plot_path,bitstream_path,energy_path,countData_path,bitData_path,magTheta_path,magPhi_path,chi2Data_path
0.01,0.0002,300000.0,500,0.3,50,1.1,0.1,10000000000.0,results/plots/distribution_plots/distribution_plot_0.png,results/plots/magnetization_plots/magnetization_plot_0.png,results/bitstream_results/bitstream_0.npy,results/energy_results/energy_0.npy,results/countData/countData_0.txt,results/bitData/bitData_0.txt,results/magTheta/magTheta_0.txt,results/magPhi/magPhi_0.txt,results/chi2Data/chi2Data_0.txt
