Episode,Reward,alpha,Ki,Ms,Rp,TMR,eta,J_she,t_pulse,t_relax,d,tf,kl_div_score,energy
1,0,0.01,0.0002,2000000.0,49262.23614811897,3,0.1,10000000000.0,2.3270311892032624e-08,2.3270311892032624e-08,3e-09,1.1e-09,0.07741707369611572,8.923968366061697e-14
1,-1,0.06593769967556,0.0002,2000000.0,50000.0,3,0.6378059864044189,5000000000000.0,8.1913543343544e-09,8.1913543343544e-09,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0003166162967681885,1700554.9907684326,46971.416145563126,3,0.1,1579915521740.9133,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0005216595888137817,1151468.849182129,50000.0,3,0.1,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.1325517523896228,1.1254494224170741e-10
1,-1,0.01,0.0002,300000.0,500.0,3,1.1334385633468629,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.027210699915885928,0.001,300000.0,50000.0,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.000556765627861023,2000000.0,500.0,3,0.1,3401353607773.781,5e-10,5e-10,3e-09,1.1e-09,1.209349734991338,3.124012009882637e-13
1,0,0.01,0.0002,1945066.6010379791,31162.664502859116,3,2.0,10000000000.0,4.8065344035625456e-08,4.8065344035625456e-08,3e-09,1.1e-09,0.09849150055485319,1.084476193247223e-13
1,-1,0.01,0.0002,300000.0,3090.5314963310957,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,500.0,3,0.1,209619644321.50125,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0005687791109085083,407539.49880599976,50000.0,3,0.1,10000000000.0,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,1218093.5621261597,500.0,3,0.1,2239921002388.0005,7.5e-08,7.5e-08,3e-09,1.1e-09,0.09850237169193012,2.257850438619133e-11
1,0,0.01,0.0002,2000000.0,50000.0,3,1.6259877145290376,4564849168062.21,4.9147767096757883e-08,4.9147767096757883e-08,3e-09,1.1e-09,0.0709812105642897,6.160105624555823e-11
1,-1,0.01,0.0002,300000.0,36740.493565797806,3,1.4036614716053009,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,0.9590251803398132,10000000000.0,4.2411836206912993e-08,4.2411836206912993e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,2000000.0,500.0,3,1.4537850618362427,4064450249075.8896,2.4808714643120766e-08,2.4808714643120766e-08,3e-09,1.1e-09,0.10606126397314254,2.4582471042349646e-11
1,-1,0.01,0.0002,300000.0,500.0,3,0.1,10000000000.0,7.238941186666488e-08,7.238941186666488e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,2000000.0,500.0,3,2.0,3104501357078.5522,3.916615229845047e-08,3.916615229845047e-08,3e-09,1.1e-09,0.08950775855875792,2.264103071848017e-11
1,-1,0.01,0.0002,774252.1971464157,500.0,3,1.8668106615543365,10000000000.0,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.001,300000.0,500.0,3,0.2526913806796074,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,0.1,2576783156991.005,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,2000000.0,500.0,3,0.1,2068008688688.2783,7.5e-08,7.5e-08,3e-09,1.1e-09,0.09495337946511372,1.9247817775822766e-11
1,-1,0.01,0.0002,1420059.7167015076,40856.1515212059,3,0.1,878135873526.3347,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00032121734619140627,2000000.0,48666.53549671173,3,1.8961443722248077,10000000000.0,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.020572511553764345,0.0002,1098251.7927885056,500.0,3,0.1,10000000000.0,5.917790323495865e-09,5.917790323495865e-09,3e-09,1.1e-09,0.08578945606829881,2.6876267771199835e-16
1,-1,0.039566209912300115,0.0002,1602516.8061256409,500.0,3,0.1,10000000000.0,1.2083484053611754e-08,1.2083484053611754e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.03333806693553925,0.0002,2000000.0,27905.761629343033,3,0.1,10000000000.0,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.05519515216350556,0.0002,1261036.3245010376,500.0,3,0.1,10000000000.0,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,2000000.0,500.0,3,0.9382817327976226,3446182129383.087,5.663364797830582e-09,5.663364797830582e-09,3e-09,1.1e-09,0.07390678367194099,4.02624826965816e-12
1,0,0.01,0.0002,300000.0,500.0,3,2.0,10000000000.0,6.274034956097602e-08,6.274034956097602e-08,3e-09,1.1e-09,4.787873413539063,2.1611754321359222e-14
1,0,0.01,0.0002,2000000.0,500.0,3,2.0,2275908798575.4014,7.5e-08,7.5e-08,3e-09,1.1e-09,0.09335675783988444,2.3312208627043753e-11
1,-1,0.02584628164768219,0.0002,2000000.0,500.0,3,0.1,2306917663812.637,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.001,300000.0,500.0,3,0.1,5000000000000.0,3.3279350996017453e-09,3.3279350996017453e-09,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,2000000.0,50000.0,3,0.1,2907991518378.258,7.5e-08,7.5e-08,3e-09,1.1e-09,0.09192160137415796,3.831186662604791e-11
1,0,0.01,0.00039094531536102296,1270021.1703777313,500.0,3,0.1,2410022876858.7114,7.5e-08,7.5e-08,3e-09,1.1e-09,0.0933153325606082,2.6137640547589657e-11
1,0,0.01,0.0002,1233182.7044487,50000.0,3,2.0,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.15216469852413927,1.126003454809954e-10
1,-1,0.01,0.0002,2000000.0,500.0,3,0.1,2771846607327.4614,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,719911.7183685303,50000.0,3,0.1,10000000000.0,1.2012390911579131e-08,1.2012390911579131e-08,3e-09,1.1e-09,0.08733968446990999,2.759860206093348e-15
1,-1,0.01,0.000240416955947876,300000.0,500.0,3,1.1309798181056976,10000000000.0,5.721031999588012e-08,5.721031999588012e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0007974409103393555,2000000.0,500.0,3,0.1,1779354423284.5308,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00029844851493835453,2000000.0,500.0,3,2.0,3237707092761.993,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,1050819.2420005798,500.0,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.08020428895791988,1.0636762120609765e-15
1,0,0.01240348994731903,0.001,1804817.4440860748,26519.53163743019,3,0.15542502254247664,10913473218.679428,6.868063229322434e-08,6.868063229322434e-08,3e-09,1.1e-09,0.058202995539685005,1.0226501270233334e-13
1,-1,0.01,0.00030212807655334475,300000.0,50000.0,3,0.1,10000000000.0,3.6879257261753082e-09,3.6879257261753082e-09,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,2000000.0,35462.79218792915,3,0.9542704284191131,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.1097797150806917,1.1273026396252384e-10
1,-1,0.01,0.0005115059614181519,421008.61072540283,50000.0,3,1.2640058517456054,10000000000.0,5.293779978156089e-08,5.293779978156089e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.00030543050765991214,1824746.9186782837,19941.01706147194,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.06683421921424855,9.021177838175992e-14
1,0,0.01,0.00046573512554168707,944416.3888692856,19206.97370171547,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.07188222110940126,5.616783910086183e-15
1,0,0.01,0.00043291795253753664,2000000.0,500.0,3,1.8537433326244355,1963534418344.4976,7.5e-08,7.5e-08,3e-09,1.1e-09,0.10059068528828433,1.7352712813455824e-11
1,-1,0.01,0.0002,300000.0,49324.43416118622,3,2.0,3641616768836.975,6.858022710680961e-08,6.858022710680961e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.00037409110069274907,2000000.0,500.0,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.0708428384952891,3.1628504470704996e-15
1,-1,0.01,0.00021797897815704347,2000000.0,50000.0,3,0.1,10000000000.0,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.04627634584903718,0.0007731215476989746,927546.1554527283,500.0,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.05480919301509858,0.0002,2000000.0,32358.86025428772,3,0.1,2110261490941.0476,3.165595003962517e-08,3.165595003962517e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002279211759567261,2000000.0,8162.287145853043,3,0.1,10000000000.0,2.206729692220688e-08,2.206729692220688e-08,3e-09,1.1e-09,0.0750813102145599,1.2531369442748129e-14
1,-1,0.01,0.0002,300000.0,50000.0,3,2.0,1114107978343.9636,2.1542260080575943e-08,2.1542260080575943e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.04218933522701264,0.000584137511253357,2000000.0,500.0,3,0.1,10000000000.0,5.428737941384315e-08,5.428737941384315e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002690415620803833,2000000.0,42982.523411512375,3,0.1,1626199354529.3809,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,1149174.278974533,50000.0,3,1.2511645674705505,4787725628614.426,1.5737280786037447e-08,1.5737280786037447e-08,3e-09,1.1e-09,0.08367905243337384,2.1610735100995733e-11
1,-1,0.01,0.001,662590.8315181732,500.0,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0008795523643493653,2000000.0,24948.74930381775,3,0.3063999757170677,5000000000000.0,5.125757265090942e-08,5.125757265090942e-08,3e-09,1.1e-09,0.0661562134462051,7.694467199816091e-11
1,-1,0.01,0.0006073040008544922,2000000.0,22554.782271385193,3,0.9103245615959167,10000000000.0,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.012434061765670777,0.001,1467704.600095749,15196.970641613007,3,2.0,2178261671662.3306,7.5e-08,7.5e-08,3e-09,1.1e-09,0.08731390610760223,2.1376722515904776e-11
1,0,0.01,0.00022910084724426272,1194596.940279007,43470.21472454071,3,0.1,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.08944277500170998,1.1256952687603572e-10
1,-1,0.07401723206043244,0.001,1286792.4571037292,50000.0,3,2.0,1357934168279.171,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,0.1,10000000000.0,3.804196590185165e-08,3.804196590185165e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,1645353.478193283,500.0,3,0.13069388568401336,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.0787832182931035,2.2716108111078416e-15
1,0,0.01,0.0002,1575640.1896476746,500.0,3,0.74256432056427,10000000000.0,4.142430317401886e-08,4.142430317401886e-08,3e-09,1.1e-09,0.09433656355056494,1.162499532100649e-15
1,-1,0.04401226103305817,0.0002,955373.278260231,500.0,3,0.1,4039622515439.9873,3.654937848448753e-08,3.654937848448753e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,0.1,5000000000000.0,4.355328744649887e-08,4.355328744649887e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,1625880.4857730865,500.0,3,0.1,2950765413045.8833,1.0314885616302489e-08,1.0314885616302489e-08,3e-09,1.1e-09,0.0686917371148015,5.381176199450479e-12
1,-1,0.01,0.0002,300000.0,500.0,3,1.275515216588974,3057262188196.182,4.299043047428131e-08,4.299043047428131e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,1756865.0305271149,50000.0,3,1.4350913047790528,1667812093496.3228,3.083134952187538e-08,3.083134952187538e-08,3e-09,1.1e-09,0.13663170025411678,5.240422639254429e-12
1,0,0.01,0.001,1509246.301651001,500.0,3,0.682782757282257,10000000000.0,1.4939772039651872e-08,1.4939772039651872e-08,3e-09,1.1e-09,0.08564355374829397,1.965424949988592e-16
1,0,0.01,0.0002,2000000.0,12079.161360859871,3,0.1,429753324389.4577,7.5e-08,7.5e-08,3e-09,1.1e-09,0.06959175739924245,9.039210676785228e-13
1,0,0.01,0.0002,2000000.0,50000.0,3,1.3808064997196199,125575739741.32538,7.286788070201874e-08,7.286788070201874e-08,3e-09,1.1e-09,0.08517321384107368,3.360495821633176e-13
1,0,0.01,0.0005186476469039918,1989648.1394767761,50000.0,3,0.1,10000000000.0,4.0964622288942336e-08,4.0964622288942336e-08,3e-09,1.1e-09,0.07752928821849654,1.2728569684096265e-13
1,0,0.09348863184452057,0.0002,557053.1666278839,500.0,3,0.10411512255668641,3980296500921.2495,6.935238033533096e-08,6.935238033533096e-08,3e-09,1.1e-09,0.08549109111179955,6.592235235747257e-11
1,-1,0.01,0.0005343731641769409,300000.0,13085.960164666176,3,0.7700145900249481,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
