step,fitness,genome
0,"[1000000, 1000000]","[0.1, 0.001, 1326147.237745864, 4391.014388029846, 5e-10]"
0,"[1000000, 1000000]","[0.07485929368851683, 0.0002, 1529205.5250169293, 30800.66724409387, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1542390.7505170805, 44788.99622584167, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1326147.5382067612, 4390.644625162138, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1839699.6031941054, 46720.32831266798, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1701289.0972468483, 34451.73896424723, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1453405.302764817, 11611.34820246029, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 463412.08661464683, 41989.124896250934, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1088684.3318450977, 1476.5047666462935, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1721866.8431892523, 28095.376767250316, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 738316.0114330759, 27599.542220678948, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1653702.9530647125, 35232.545673685214, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1963893.890057032, 1333.3650865755963, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1420566.323950874, 21967.365875667743, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 723665.8994330954, 40243.43576763703, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 472115.0856993055, 13318.458694864503, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 697477.4377970939, 49326.619530890566, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1773698.099805344, 21358.79866051799, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1483314.7420712, 3187.037302488513, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 945607.7193557291, 22736.77940761162, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1529205.8163152775, 30799.785300783416, 7.5e-08]"
0,"[1000000, 1000000]","[0.027503632979299662, 0.001, 1653701.8050121528, 35232.133762770296, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1088685.3868941055, 1476.8209389247231, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1029257.4064735838, 17353.60214238686, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1773697.7951932822, 21359.888448678572, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1483314.3600787313, 3187.1185449388645, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 540758.4980057499, 17074.485358755675, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 463412.3372409778, 41990.112409141715, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 690002.1266018624, 35802.98025723991, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1497234.510686105, 47144.20994001288, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 723666.1705359021, 40243.3403870048, 5e-10]"
0,"[1000000, 1000000]","[0.03548161326505032, 0.0002, 1865544.9885311944, 37602.725607036264, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1079175.1057697455, 43771.082254895155, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1865545.1406140912, 37604.07327683132, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 540757.7726348656, 17074.35363943791, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1109033.8342192848, 10218.074639159024, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 690001.7405416837, 35803.32964182086, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 697477.6823599963, 49326.85831815021, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1910577.6346049889, 45134.021178746596, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1701287.8469161105, 34452.10682200805, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 723665.9325124342, 40243.66942866918, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 802232.9906006008, 9881.6213524997, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1542390.0040139416, 44787.710767388584, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 431213.6382224402, 17403.587716596365, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1109033.9780313128, 10217.273503349943, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 993855.6500312136, 47201.38530200621, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1029257.7981002013, 17353.125915840374, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1420565.1996257268, 21968.032729909235, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1529205.1058395682, 30800.950899083346, 5e-10]"
0,"[1000000, 1000000]","[0.09420860939925574, 0.0002, 738317.3663566835, 27598.732424140744, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 540757.5565991156, 17073.668932774683, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.0002, 1483314.3136177694, 3187.7048775615763, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.0002, 945607.0383290581, 22736.484670591915, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.001, 1542389.4101746297, 44788.28787335807, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.001, 1326147.277074663, 4390.734483989254, 7.5e-08]"
1,"[1000000, 1000000]","[0.07903005243203538, 0.001, 1453403.9000979855, 11611.777720594891, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.0002, 1029257.7768828772, 17353.99021165189, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.0002, 1542390.497084428, 44787.88028571884, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.001, 1529205.5969295078, 30801.179908963142, 7.5e-08]"
1,"[1000000, 1000000]","[0.01, 0.001, 1542389.0987149023, 44788.342526954315, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 723665.9116810575, 40244.30389383625, 7.5e-08]"
1,"[1000000, 1000000]","[0.01, 0.001, 1773697.4402001689, 21359.37204832663, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.001, 472114.3119035401, 13318.723936303106, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.0002, 1653703.4299073415, 35232.29399429998, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.001, 993855.7665003365, 47201.13248340611, 7.5e-08]"
1,"[1000000, 1000000]","[0.01, 0.0002, 723665.5121682495, 40243.67484921139, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.001, 1542390.0446551999, 44787.364160805315, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.0002, 1910577.8925118365, 45134.784716492024, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.0002, 463412.494459843, 41989.98279196566, 7.5e-08]"
1,"[1000000, 1000000]","[0.01, 0.001, 1865544.9817597151, 37603.07425557617, 7.5e-08]"
1,"[1000000, 1000000]","[0.01, 0.0002, 1483314.3398294747, 3186.3895465296746, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.0002, 1326147.9493250558, 4390.446179633742, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.0002, 1029258.758460667, 17354.21413544687, 7.5e-08]"
1,"[1000000, 1000000]","[0.01, 0.0002, 690001.2580979656, 35802.75459760475, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.0002, 1529205.8531699171, 30800.72889034507, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.0002, 1529205.9543929088, 30801.391111976183, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 1653703.9993863055, 35231.81355550049, 7.5e-08]"
1,"[1000000, 1000000]","[0.01, 0.0002, 463412.5018606712, 41989.6517452967, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 738315.6273023572, 27599.141569201463, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 1653701.831707192, 35231.940503989805, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.0002, 1420565.6415179942, 21968.16765188365, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.0002, 738317.9857504127, 27598.30667330645, 5e-10]"
1,"[1000000, 1000000]","[0.07198767479156591, 0.0002, 540757.7483195086, 17074.45003842034, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.0002, 1029257.5526035754, 17353.150077687416, 5e-10]"
