step,fitness,genome
0,"[1000000, 1000000]","[0.01, 0.001, 1351850.1989466401, 31753.563664210793, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 377937.5994066492, 31483.677857409755, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1281044.9570616109, 26844.802248976743, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1235575.427055876, 8744.151224472422, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 835250.677930339, 49360.12574897186, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1758056.305714553, 1670.9881168368086, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 445312.00140493154, 28748.71054006695, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 332062.1160986734, 1711.8174566006062, 5e-10]"
0,"[1000000, 1000000]","[0.06403144940915875, 0.001, 1989736.6358274098, 30768.73627852821, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 327969.77609884576, 8305.968617614762, 7.5e-08]"
0,"[1000000, 1000000]","[0.05993842868834098, 0.001, 1502325.1799241859, 39694.246425497004, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 760986.2948866345, 30105.027971099084, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 349819.8915361088, 44548.35442392432, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1235575.9784997215, 8743.52397216985, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1502325.2852088965, 39695.07225043071, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1566364.6975527385, 29003.13525370928, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 315362.9912527457, 5856.672027167314, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1324707.2086317441, 11039.42587977487, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 598921.7496947572, 11360.156026959245, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1792959.089178768, 46602.39049693435, 7.5e-08]"
0,"[1000000, 1000000]","[0.052114265509203644, 0.001, 598922.5762946514, 11360.296613161005, 7.5e-08]"
