step,fitness,genome
0,"[1000000, 1000000]","[0.1, 0.001, 368412.4182917303, 30067.797735678825, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1756483.548615713, 46374.14182979974, 5e-10]"
0,"[1000000, 1000000]","[0.07837210351756412, 0.0002, 1052364.7834490784, 39979.741261558476, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1962743.5250865957, 45017.78637294779, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1345444.7875782603, 38805.45708487183, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1336399.5325229107, 29690.255913960085, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1561106.2036454962, 17683.105093150534, 7.5e-08]"
0,"[0.7802903131037426, 6.015545902426922e-09]","[0.1, 0.001, 869806.8347701989, 19928.07960021159, 5e-10]"
0,"[1000000, 1000000]","[0.08753736982886257, 0.001, 1962742.6645032475, 45018.83199132851, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1052365.8190353753, 39979.311837526126, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 395530.13170413894, 36955.75414331685, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 765864.2486237145, 35154.697618189224, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 464379.07887077774, 36470.52946718682, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1132137.6541390885, 1041.2825681798752, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1942918.6655004243, 17684.116832286625, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1052365.525866255, 39979.681346801044, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 869002.3678268638, 24127.208842867392, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1942917.7105748923, 17683.587594048855, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1286608.5106764536, 8344.938488129545, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 869002.3492346761, 24125.789402637656, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 395530.2091407579, 36955.180988657274, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1099763.2250562902, 6546.109746983137, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1286608.0371966653, 8345.459487503984, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1561105.7394053903, 17682.50207670341, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 710250.6132719286, 41742.15440437587, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 765864.2346567197, 35155.12344522354, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1962742.6115465357, 45017.46036133907, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1216878.9650760535, 35940.73376481724, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 395530.09085043194, 36955.727716586465, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1303592.7512918375, 7913.494977474018, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1607276.0576533899, 11348.464336900199, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1830845.2257265737, 23503.39523296003, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1052281.3918851698, 707.0110877921334, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1809982.0406403127, 531.4185759636304, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 485194.8630213646, 43718.08971755859, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1570743.1760640591, 24335.023237784604, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1099761.4899492036, 6545.976115365383, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1923169.3494475354, 40116.67956043249, 7.5e-08]"
0,"[1000000, 1000000]","[0.09237033440424651, 0.0002, 485195.13223518763, 43717.435896850235, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 818938.4455285245, 40945.67070320423, 5e-10]"
0,"[1000000, 1000000]","[0.06381036243392706, 0.001, 567972.2468282549, 1548.6464328629324, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1683112.6252815546, 7074.707779089182, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1683111.3370687552, 7074.437809969348, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1052365.7866950678, 39979.06867926496, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 976593.8898597963, 16157.21890759462, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 485195.35871618503, 43719.14669831908, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1167796.1277263507, 40115.9165757674, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1830845.4363778736, 23503.56278585765, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 869805.751966305, 19927.988926963277, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1216879.8351872698, 35940.84146087327, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.0002, 395529.75524315645, 36956.027334847495, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.0002, 869003.6435243031, 24127.24179328859, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.0002, 1336399.583962533, 29690.203727425687, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.0002, 395530.41085265065, 36954.76051367571, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.001, 485195.3147692229, 43719.69446403054, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 464378.09637309355, 36471.30563644813, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 1216878.95392143, 35940.181732731784, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 485195.85648195614, 43718.790046557464, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.0002, 1286607.7652649938, 8344.437180165703, 5e-10]"
1,"[1000000, 1000000]","[0.01, 0.001, 1830845.5664353385, 23503.374400184843, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 1303592.5781728316, 7913.299822870599, 5e-10]"
1,"[1000000, 1000000]","[0.1, 0.001, 485195.57414712384, 43718.78419220411, 7.5e-08]"
1,"[1000000, 1000000]","[0.01, 0.001, 1052364.6514988667, 39979.29609822195, 7.5e-08]"
1,"[1000000, 1000000]","[0.1, 0.001, 1962743.992376029, 45018.688459601864, 7.5e-08]"
