step,fitness,genome
0,"[1000000, 1000000]","[0.1, 0.001, 1738288.3170946878, 3779.346184966875, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1019259.9013041506, 46687.858466465, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1373458.7608116874, 27260.511820293326, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 960457.2495417547, 25294.34730224662, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1767221.0274883418, 22644.131019429595, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 901240.9631686686, 2771.0981889464665, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1738288.0904893577, 3779.535324746162, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1900591.5757443148, 34409.1566140892, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1496442.1648595107, 34484.58553114825, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 848008.4169574301, 29287.266534296617, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 387324.2516367999, 46421.091310622134, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 960456.7849552432, 25294.343963157964, 7.5e-08]"
0,"[1000000, 1000000]","[0.07230263284420241, 0.001, 1619742.536653942, 19333.515124284106, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 497540.24661630456, 3296.9428322117396, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1019259.4649344354, 46689.318240529974, 5e-10]"
0,"[1000000, 1000000]","[0.06306280310205155, 0.0002, 848009.220433621, 29287.114064142857, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 469683.60839006153, 31312.454892196838, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1746602.6559324358, 46251.26910050871, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1251642.4031956412, 19362.083192317958, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1315581.5984872868, 31555.742878013905, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1373459.0913743584, 27260.391310079336, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1251641.6645328612, 19362.937229214916, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 717228.8601918807, 18028.229115835944, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1991063.8703863374, 25248.89645291158, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1914373.1531892417, 28956.680164836704, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 357908.14096820005, 1343.6083186981612, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 321866.16856843745, 40043.97123989861, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 321865.8583452031, 40044.36342415788, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 671622.3348864533, 23497.653991168318, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 847377.7113197105, 48650.79987277505, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 400011.5694972492, 6470.566134675571, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 558379.7025656527, 38094.63967371876, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 386703.5585737741, 43985.16501531469, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 558380.595665242, 38093.93745129169, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1108997.3132366047, 8174.615005173651, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1619742.549929331, 19333.253730642835, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1995622.6246220511, 48843.68001464999, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 1697728.5883093392, 39568.95242697807, 7.5e-08]"
0,"[1000000, 1000000]","[0.08550021803057618, 0.0002, 1032675.2461899028, 48427.79919282611, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 1108997.2612999019, 8174.612217150456, 7.5e-08]"
0,"[1000000, 1000000]","[0.09155386848302502, 0.0002, 671622.0444145945, 23498.037260233443, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1991063.579281187, 25249.014683585276, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 497540.6441327646, 3296.7098152046783, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 519287.088832751, 24419.318981066826, 5e-10]"
