Episode,Reward,alpha,K_295,Ms_295,Rp,TMR,t_pulse,t_relax,d,tf,kl_div_score,energy
1,-1,0.01,0.0002,2000000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,1527663.8627052307,500.0,3,2.0387496083974838e-08,2.0387496083974838e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,14010.57916879654,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,683090.0982022285,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,300000.0,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00045797822475433347,1809976.0472774506,500.0,3,5.238480082154274e-08,5.238480082154274e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,373635.6660723686,50000.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00043375632762908937,300000.0,41932.7751994133,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,1740416.6758060455,500.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.026226731538772585,0.0002,300000.0,8116.57539755106,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,1875865.3223514557,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002782810568809509,2000000.0,500.0,3,4.925416257977485e-08,4.925416257977485e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.04550905704498292,0.0002,699609.7877621651,500.0,3,7.493900465965271e-08,7.493900465965271e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,5585.798405110836,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.05459455996751786,0.0007073299407958985,422406.79636597633,3760.853499174118,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.03317024111747742,0.0002,300000.0,19401.14887058735,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.08017193615436555,0.001,671769.2136764526,500.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0004206121921539307,368833.42042565346,11756.196238100529,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0004104112148284912,1548729.5269966125,36298.26247692108,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,500.0,3,6.089655935764313e-08,6.089655935764313e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,300000.0,500.0,3,7.19524798989296e-08,7.19524798989296e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0008890461921691895,300000.0,500.0,3,7.414980417490005e-08,7.414980417490005e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00029024147987365725,300000.0,29064.55773115158,3,4.493606187403202e-09,4.493606187403202e-09,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00032523550987243653,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.04974565714597703,0.00050275719165802,300000.0,50000.0,3,6.939532041549682e-08,6.939532041549682e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,2000000.0,50000.0,3,4.286581099033355e-08,4.286581099033355e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,1120200.0230550766,20553.81840467453,3,4.390906399488449e-08,4.390906399488449e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,300000.0,13083.464100956917,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,312381.43453374505,40601.73889994621,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00023003496527671815,344625.8883923292,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.001,300000.0,500.0,3,2.9496081769466402e-08,2.9496081769466402e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0008352649688720703,412110.9575033188,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.001,300000.0,4062.4029263854027,3,3.295449669659138e-08,3.295449669659138e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.06730137765407562,0.0006874826431274414,1030515.2595043182,500.0,3,7.092071014642715e-08,7.092071014642715e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.07340614974498749,0.001,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00026018619537353515,300000.0,500.0,3,7.446582895517348e-08,7.446582895517348e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,1835973.2389450073,15257.187440991402,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,50000.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002943984150886536,963632.4137449265,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.053133587539196024,0.0002,782559.3113899231,50000.0,3,5.730968165397644e-08,5.730968165397644e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,5.256474506855011e-08,5.256474506855011e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0006173275947570802,771280.3512811661,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,50000.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.048112020194530494,0.001,2000000.0,21125.80792605877,3,2.1654474899172784e-08,2.1654474899172784e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.02056947596371174,0.0009024514675140381,2000000.0,45730.155527591705,3,3.8595910698175425e-08,3.8595910698175425e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,3.5410969018936155e-08,3.5410969018936155e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.07567127525806427,0.0002,1114562.5442266464,500.0,3,8.657347455620765e-09,8.657347455620765e-09,3e-09,1.1e-09,1000000,1000000
1,-1,0.046051190495491036,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,1144465.8756256104,38241.64575338364,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.001,464678.02077531815,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.07921996116638184,0.0002,1544711.673259735,500.0,3,9.915445178747177e-09,9.915445178747177e-09,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002983555674552918,300000.0,8472.762361168861,3,4.054528820514679e-08,4.054528820514679e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.05097045302391053,0.0002,484354.30228710175,35632.88742303848,3,2.6846674382686614e-08,2.6846674382686614e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00043162782192230227,300000.0,500.0,3,7.048345845937728e-08,7.048345845937728e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.09005994796752931,0.0002,2000000.0,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,20758.49562883377,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,4.74701954126358e-08,4.74701954126358e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.08304857313632966,0.00045167255401611334,300000.0,5366.535730659962,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,1100937.7926588058,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0008399895191192627,300000.0,50000.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,1.4888200648128986e-08,1.4888200648128986e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0008309505939483642,300000.0,50000.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.001,2000000.0,50000.0,3,1.2194344505667687e-08,1.2194344505667687e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0003022703289985657,2000000.0,500.0,3,1.2224200516939162e-08,1.2224200516939162e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0009399710178375245,300000.0,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.06664484798908234,0.00024898447394371034,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.00021499130129814148,2000000.0,500.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,12770.827695727348,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0004849746704101563,1200456.7325115204,34285.25200486183,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.03685816049575806,0.00044431166648864744,300000.0,50000.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.030439620912075048,0.0002,938795.4771518707,32097.1482694149,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.05950159430503846,0.00025152021646499635,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.08544576525688172,0.0009043503761291504,300000.0,50000.0,3,2.5314124271273615e-08,2.5314124271273615e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.08694405257701875,0.001,300000.0,50000.0,3,7.486957228183746e-08,7.486957228183746e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.001,471616.37246608734,29076.784312725067,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.03231049522757531,0.0002,300000.0,500.0,3,5.889104890823364e-08,5.889104890823364e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.07980890989303589,0.0005372823715209961,300000.0,40640.75243473053,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0009276909828186035,2000000.0,11372.67280369997,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,41514.6461725235,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.045133558511734014,0.0002,475430.17715215683,15417.442992329597,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,505292.59741306305,31799.842298030853,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,2000000.0,500.0,3,1.0387643963098526e-08,1.0387643963098526e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002569583892822266,2000000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,32621.672749519348,3,7.122096210718154e-08,7.122096210718154e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.03583729833364487,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0003366808414459229,989475.3843545914,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.014458152577281,0.0002,300000.0,500.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,11999.265931546688,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.07085809409618378,0.00025598543882369995,428327.2333443165,45268.47815513611,3,5.051863026618957e-08,5.051863026618957e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.09866860508918762,0.0002,300000.0,3687.0175153017044,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.02895662754774094,0.0002,1184694.5703029633,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0002,300000.0,500.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.01,0.0005380241394042969,300000.0,500.0,3,4.079902988672256e-08,4.079902988672256e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.05853583276271821,0.001,937649.6106386185,16897.3019272089,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0002,943729.7403812408,500.0,3,3.577522701025009e-08,3.577522701025009e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.024022218585014347,0.0002555327534675598,804769.9302434921,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.1,0.0003004131078720093,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.049053177833557136,0.000424780535697937,300000.0,39338.49757909775,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,-1,0.05416846156120301,0.0002,2000000.0,30741.85648560524,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,-1,0.030384606122970587,0.0006773086547851563,1057308.3817958832,34591.303050518036,3,5.036635506153107e-08,5.036635506153107e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0003040454745292664,300000.0,500.0,3,2.2584855884313584e-08,2.2584855884313584e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.04519465386867524,0.0002,2000000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.051174574494361885,0.0002,646258.5225701332,50000.0,3,2.8237315744161608e-08,2.8237315744161608e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.024696244299411776,0.000783577299118042,1129983.0794334412,500.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.050101851820945745,0.0002,300000.0,500.0,3,5.4980286657810206e-08,5.4980286657810206e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.0005580289840698242,1896560.6331825256,25529.824674129486,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,2000000.0,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.06434519708156586,0.001,300000.0,23836.056619882584,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.0007762982368469238,300000.0,50000.0,3,9.240010976791383e-10,9.240010976791383e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.05715363144874574,0.001,692177.1079301834,14436.498805880547,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.0002,774792.6294803619,8465.787544846535,3,1.7337302774190905e-08,1.7337302774190905e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.05862697958946229,0.0002,2000000.0,8280.6436419487,3,3.618534696102142e-08,3.618534696102142e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.001,2000000.0,6707.792319357395,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.014920201301574707,0.0006712905883789063,395433.12042951584,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,10628.987438976765,3,5.587161970138549e-08,5.587161970138549e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0004997497081756592,1858464.6880626678,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.033458331823349,0.0008304056644439698,2000000.0,500.0,3,7.498674497008323e-08,7.498674497008323e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.0007310109615325927,2000000.0,30849.28458929062,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.0002,300000.0,50000.0,3,5.001912212371826e-08,5.001912212371826e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,25164.530470967293,3,4.296300566196441e-08,4.296300566196441e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,17746.260106563568,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,500.0,3,4.833367291092872e-08,4.833367291092872e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.02333911091089249,0.001,300000.0,38935.203313827515,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,2000000.0,50000.0,3,4.217298811674118e-08,4.217298811674118e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.07361829102039337,0.0008861071109771729,300000.0,7140.298053622246,3,4.459192672371864e-08,4.459192672371864e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,2000000.0,34970.66342830658,3,1.9571732252836227e-08,1.9571732252836227e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.0002,601909.5063209534,500.0,3,5.702752491831779e-08,5.702752491831779e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.04562134772539139,0.0002,1307008.284330368,50000.0,3,7.640375822782516e-09,7.640375822782516e-09,3e-09,1.1e-09,1000000,1000000
2,-1,0.07002643764019013,0.0002,411225.6810069084,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.00034235583543777465,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.001,1628905.326128006,47456.39896392822,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,500.0,3,1.750700157135725e-08,1.750700157135725e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0008454103469848633,1235743.260383606,500.0,3,4.538352066278457e-08,4.538352066278457e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.001,907004.052400589,500.0,3,3.483474105596542e-09,3.483474105596542e-09,3e-09,1.1e-09,1000000,1000000
2,-1,0.04290683686733247,0.0005507974863052369,1272724.69997406,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.012814107984304428,0.0002,300000.0,50000.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.05602397084236146,0.0002,300000.0,500.0,3,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.1,0.0002,300000.0,42929.282903671265,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.02761136561632157,0.0002,1382971.578836441,8337.808959186077,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.00044568498134613034,1788815.6414031982,50000.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,7267.34946668148,3,4.8712002992630003e-08,4.8712002992630003e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.06607379496097565,0.0002,2000000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.02785340547561646,0.0002,1300479.6266555786,50000.0,3,4.2960856437683103e-08,4.2960856437683103e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.001,2000000.0,19955.21305501461,3,6.789711570739746e-08,6.789711570739746e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,500.0,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,2000000.0,22410.851448774338,3,4.6408567428588864e-08,4.6408567428588864e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,500.0,3,1.749023962020874e-08,1.749023962020874e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.012380864508450032,0.0002,300000.0,50000.0,3,3.6800509124994275e-08,3.6800509124994275e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.000719407320022583,1713668.2391166687,500.0,3,4.388168358802795e-08,4.388168358802795e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,41773.90339970589,3,6.7181399092078215e-09,6.7181399092078215e-09,3e-09,1.1e-09,1000000,1000000
2,1,0.0905661129951477,0.001,1182396.960258484,5334.274623543024,3,5e-10,5e-10,3e-09,1.1e-09,1.8964325423252766,1.447164012396973e-09
2,-1,0.1,0.0002,300000.0,5016.7733281850815,3,5.9323948860168455e-08,5.9323948860168455e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.035253907144069674,0.0006135607719421387,300000.0,500.0,3,4.656769055873156e-09,4.656769055873156e-09,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0005259550571441651,300000.0,500.0,3,6.555665487051009e-08,6.555665487051009e-08,3e-09,1.1e-09,1000000,1000000
2,-1,0.01,0.0002,300000.0,46998.20014834404,3,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
