Wall time,Step,Value
1697665738.045906,500,0.04251955822110176
1697667179.7086968,1000,0.04251955822110176
1697668668.2599277,1500,0.04251955822110176
1697670231.868834,2000,0.04251955822110176
1697670400.7747598,2048,0.028506668284535408
1697671762.683103,2500,0.028506668284535408
1697673293.1288328,3000,0.028506668284535408
1697674861.4949913,3500,0.028506668284535408
1697676496.538278,4000,0.028506668284535408
1697676799.1181936,4096,0.028506668284535408
1697678038.9970837,4500,0.028506668284535408
1697679665.3145082,5000,0.028506668284535408
1697681289.511047,5500,0.028506668284535408
1697682871.5257096,6000,0.028506668284535408
1697683309.4591877,6144,0.028506668284535408
1697684529.2225904,6500,0.028506668284535408
1697686205.1347332,7000,0.028506668284535408
1697687831.0887423,7500,0.028506668284535408
1697689444.1327643,8000,0.028506668284535408
1697690091.0929317,8192,0.028506668284535408
1697691103.6974978,8500,0.028506668284535408
1697692798.559037,9000,0.028506668284535408
1697694492.401735,9500,0.028506668284535408
1697696211.0926018,10000,0.028506668284535408
1697697025.6611576,10240,0.028506668284535408
1697698003.8667293,10500,0.028506668284535408
1697699696.0751078,11000,0.0239910576492548
1697701383.228978,11500,0.0239910576492548
1697703124.1934118,12000,0.0239910576492548
1697704097.4902194,12288,0.0239910576492548
1697704815.845575,12500,0.0239910576492548
1697706494.8800592,13000,0.0239910576492548
1697708174.9283915,13500,0.0239910576492548
1697709848.3628972,14000,0.0239910576492548
1697711022.0616524,14336,0.0239910576492548
1697711565.7558484,14500,0.0239910576492548
1697713184.2376475,15000,0.0239910576492548
1697714833.4246986,15500,0.0239910576492548
1697716507.7788157,16000,0.0239910576492548
1697717840.2221098,16384,0.0239910576492548
1697718212.6326256,16500,0.0239910576492548
1697719935.356728,17000,0.0239910576492548
1697721733.4002934,17500,0.0239910576492548
1697723485.6673727,18000,0.0239910576492548
1697724948.7312334,18432,0.0239910576492548
1697725183.2987962,18500,0.0239910576492548
1697726927.447311,19000,0.0239910576492548
1697728685.443548,19500,0.0239910576492548
1697730396.1539671,20000,0.0239910576492548
1697732082.3577864,20480,0.0239910576492548
1697732151.3035827,20500,0.0239910576492548
1697733953.0684536,21000,0.0239910576492548
1697735683.9690828,21500,0.0239910576492548
1697737406.1432633,22000,0.0239910576492548
1697739170.283687,22500,0.0239910576492548
1697739257.1519067,22528,0.0239910576492548
1697741079.444015,23000,0.0239910576492548
1697742820.6295202,23500,0.0239910576492548
1697744297.3648975,24000,0.0239910576492548
1697745802.9017153,24500,0.0239910576492548
1697746045.9663007,24576,0.0239910576492548
