3.00E-10	0
	
4.00E-10	2.00E-04
	
5.00E-10	0.0025
	
6.00E-10	0.0159
	
7.00E-10	0.0652
	
8.00E-10	0.1709
	
9.00E-10	0.3218
	
1.00E-09	0.5022
	
1.10E-09	0.6644
	
1.20E-09	0.789
	
1.30E-09	0.8678
	
1.40E-09	0.9251
	
1.50E-09	0.953
	
1.60E-09	0.9696
	
1.70E-09	0.9839
	
1.80E-09	0.987
	
1.90E-09	0.9935
	
2.00E-09	0.9954
	
2.10E-09	0.9967
	
2.20E-09	0.9976
	
2.30E-09	0.999
	
2.40E-09	0.9993
	
2.50E-09	0.9994
	
2.60E-09	0.9999
	
2.70E-09	0.9996
	
3.00E-09	0.9999
	
3.50E-09	0.9999
	
4.00E-09	1
