step,fitness,genome
0,"[1000000, 1000000]","[0.01, 0.001, 1835668.506868589, 40479.35801030141, 0.5270135404545341, 3691095050609.343, 5e-10]"
0,"[0.10280517631613245, 2.437975580200924e-11]","[0.012342908279872548, 0.0002, 1297768.6471790343, 11513.617912910247, 1.2077354525738846, 2325748241173.5107, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 900428.4901557761, 18495.704290950893, 0.36917713078332665, 2618538726908.639, 5e-10]"
0,"[0.1057241643981776, 9.616999626024803e-11]","[0.01, 0.0002, 719309.0272139998, 41558.19264817659, 0.24971950399419096, 4622563544152.224, 7.5e-08]"
0,"[0.07021308945222372, 2.636627889315065e-12]","[0.01, 0.001, 1667694.97708785, 34296.60083053083, 1.6317910414559176, 756442568569.0421, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1577565.555980812, 6621.065572086684, 1.705366597781696, 3468970184575.5986, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 937698.2108728011, 22340.057260960664, 2.0, 2610307383143.5586, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1886144.854636359, 11093.566573862376, 1.1103853916128166, 3116148916573.814, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 851021.1090673201, 49683.37665017539, 1.4080948815682608, 992273720389.1176, 7.5e-08]"
0,"[0.07805393878162904, 1.118187088474526e-10]","[0.01, 0.0002, 823582.0640422582, 29860.585292362724, 1.590454407049344, 4984443658405.248, 7.5e-08]"
0,"[0.07422367510147009, 1.1537438699164502e-11]","[0.01, 0.0002, 1190967.5153587214, 4103.884780392504, 0.6639275634230567, 1600738670005.8135, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.0002, 1759362.768404934, 42744.09161120323, 0.9909623349278599, 1455241478699.9812, 5e-10]"
0,"[0.10288227440293554, 4.1409975894309e-11]","[0.01, 0.001, 1491706.2437354436, 22178.02252136929, 0.3732532727031167, 3032668495502.0938, 7.5e-08]"
0,"[1000000, 1000000]","[0.0831243264849536, 0.001, 550735.7269103354, 49484.704866444496, 0.3642237726396147, 4756403114094.891, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1525717.875508719, 8872.231913620024, 1.8568563288038908, 3683052212040.9297, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1118112.810912285, 35682.90979179337, 0.1, 1107218683525.331, 7.5e-08]"
0,"[1000000, 1000000]","[0.04827230826577905, 0.001, 1411771.233467008, 23683.89895338459, 0.3312168996390806, 4144484671798.16, 7.5e-08]"
0,"[0.1166131707893488, 1.181072925662309e-11]","[0.01, 0.0002, 1735756.54361918, 5173.973081845987, 1.3247167876004435, 1618526281665.2073, 7.5e-08]"
0,"[0.3737841376023724, 6.114018959028131e-13]","[0.01, 0.0002, 550735.4756744762, 49484.72994418075, 0.1, 4756403114094.319, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1004503.1634634531, 24865.39807363921, 1.1124710165835947, 3372892324008.7646, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 963772.0934779245, 15295.321188468379, 2.0, 3961577558169.635, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.001, 1886145.7724791835, 11093.818356944732, 1.3499632133270554, 3116148916575.006, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1886145.6939337424, 11093.488339596357, 2.0, 3116148916575.0454, 7.5e-08]"
0,"[0.07943816185203989, 2.375830214767366e-11]","[0.01, 0.0002, 1193617.7702383932, 35609.48159131337, 0.1, 2294915736283.173, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1966383.7542408374, 6558.484320234741, 2.0, 2792915310413.0557, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1190967.7002423725, 4103.542313116241, 0.267730050711137, 1600738670005.684, 5e-10]"
0,"[1000000, 1000000]","[0.1, 0.0002, 1313923.8799317086, 11175.06744533902, 1.9217930653399171, 2428168589202.0635, 5e-10]"
0,"[0.1214069541443958, 1.0184526230486157e-10]","[0.1, 0.0002, 550735.9833448058, 49484.570383362545, 0.1, 4756403114094.446, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1404143.605450087, 29459.435574602856, 2.0, 1156144137267.1528, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 969311.1666592187, 31735.969769009964, 0.7128019999221025, 4894817218232.33, 7.5e-08]"
0,"[0.0886704028558033, 6.142815947712821e-11]","[0.01, 0.001, 1835668.6126701941, 40478.62628247494, 0.6033116361756259, 3691095050607.8896, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 1491705.3771944663, 22177.840934482647, 0.2755611751096493, 3032668495502.6533, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.0002, 550734.194374048, 49484.42610645813, 0.1, 4756403114094.502, 5e-10]"
0,"[1000000, 1000000]","[0.01, 0.001, 937697.9086953166, 22339.911934552805, 2.0, 2610307383144.335, 7.5e-08]"
0,"[1000000, 1000000]","[0.01, 0.001, 719310.1299292997, 41558.974503908285, 1.391345579143898, 4622563544151.349, 7.5e-08]"
0,"[1000000, 1000000]","[0.1, 0.001, 634987.1954629684, 2133.4145739306855, 0.5910045647898935, 2940995880720.673, 7.5e-08]"
0,"[0.07623038962220742, 9.909297020915461e-12]","[0.01, 0.001, 1242106.779639097, 47565.28494648123, 1.0914390606693143, 1483706638903.8218, 7.5e-08]"
